triples,academic,oral,twitter,seen,academic_residual_info,oral_residual_info,twitter_residual_info
"['<subj>Pasta<rel>partially coincident with<obj>Bánh', '<subj>Pasta<rel>partially coincident with<obj>Noodle', '<subj>Pasta<rel>material used<obj>Wheat_flour', '<subj>Pasta<rel>country of origin<obj>Kingdom_of_Italy', '<subj>Pasta<rel>described by source<obj>Grosses_vollständiges_Universal-Lexicon', '<subj>Pasta<rel>country of origin<obj>China', '<subj>Pasta<rel>has part<obj>Durum']",Pasta is a partially coincident with noodle. Pasta is made from wheat_flour. Pasta is described by source as Grosses vollständiges Universal-Lexicon. Pasta is a partially coincident with noodle. Pasta is made from wheat_flour. Pasta is described by source as Grosses vollständiges Universal-Lexicon. Pasta is a partially coincident with noodle. Pasta is made,"Speaker A: Hey, I was looking into the... um... the University of Mannheim.
 Speaker B: Oh, yeah? The University of Mannheim... where is that?
 Speaker A: Well, its country is Germany.
 Speaker B: Germany, right. And, uh, what about its ranking?
 Speaker A: Let's see... the ranking is 423.
 Speaker B: 423. Got",Pasta is a type of food that is partially coincident with noodle and is made of wheat_flour. It is described by source as Grosses vollständiges Universal-Lexicon and is from China.,"{'country of origin', 'China', 'Bánh', 'has part', 'Durum', 'Wheat flour', 'described by source', 'partially coincident with', 'Grosses vollständiges Universal-Lexicon', 'Noodle', 'material used', 'Kingdom of Italy', 'Pasta'}",40.0,423.5920641826238,44.35243477358954
"['<subj>Augusto_Pinochet<rel>country of citizenship<obj>Chile', '<subj>Chile<rel>currency<obj>Chilean_peso', '<subj>Chile<rel>geography of topic<obj>Geography_of_Chile']","Augusto Pinochet, a Chilean citizen, is the subject of the topic Chile. Chile is the country of citizenship of Augusto Pinochet. The Chilean peso is the currency of Chile. The geography of Chile is the topic of Chile.","Do you know Augusto Pinochet? He is a Chilean politician. He was born in 1915. Chile is a country in South America. The currency of Chile is Chilean peso. Chile is located in the southwestern part of South America.

### Example 2:","Chile is a country located in South America. It has a population of 18,526,576 and a currency called the Chilean peso. Chile is known for its geography, which includes the Andes Mountains and the Atacama Desert.","{'Augusto Pinochet', 'Chile', 'geography of topic', 'Chilean peso', 'country of citizenship', 'currency', 'Geography of Chile'}",58.70153264787008,170.42463916069948,239.34892208773584
"['<subj>Internet<rel>discoverer or inventor<obj>Vint_Cerf', '<subj>Vint_Cerf<rel>occupation<obj>Engineer', '<subj>Vint_Cerf<rel>occupation<obj>Technology_evangelist']",Vint Cerf is an engineer and technology evangelist. He is the discoverer or inventor of the Internet.,"Vint Cerf is an American computer scientist, who is known as one of the fathers of the Internet. He is also a technology evangelist.",Vint Cerf is an American internet pioneer and engineer. He is known for his work on the internet protocols TCP/IP and the domain name system (DNS). He is also a technology evangelist and has been a vocal advocate for the open internet.,"{'Engineer', 'Vint Cerf', 'Technology evangelist', 'occupation', 'Internet', 'discoverer or inventor'}",0.0,69.30305229503111,182.467152798632
"['<subj>Talisker_distillery<rel>located in the administrative territorial entity<obj>Highland_(council_area)', '<subj>Highland_(council_area)<rel>located in the administrative territorial entity<obj>Scotland']",Talisker distillery is located in the administrative territorial entity of Highland (council area).,Talisker distillery is located in the administrative territorial entity of Scotland.,Talisker_distillery is located in the administrative territorial entity Highland_(council_area) in Scotland.,"{'Scotland', 'located in the administrative territorial entity', 'Talisker distillery', 'Highland (council area)'}",0.0,0.0,60.0
"['<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>1st_arrondissement_of_Lyon', '<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>Lyon', '<subj>Lyon<rel>twinned administrative body<obj>Łódź', '<subj>Lyon<rel>twinned administrative body<obj>Milan']",Museum of Fine Arts of Lyon is located in the administrative territorial entity of Lyon. Museum of Fine Arts of Lyon is located in the administrative territorial entity of Lyon. Lyon is twinned administrative body with Łódź. Lyon is twinned administrative body with Milan.,"Museum of Fine Arts of Lyon is located in the administrative territorial entity of 1st arrondissement of Lyon. Lyon is twinned with Łódź and Milan.

###",Museum of Fine Arts of Lyon is located in the administrative territorial entity of 1st arrondissement of Lyon. It is twinned with Łódź and Milan.,"{'Łódź', 'Milan', 'Lyon', 'twinned administrative body', '1st arrondissement of Lyon', 'located in the administrative territorial entity', 'Museum of Fine Arts of Lyon'}",0.0,21.92580930003549,21.92580930003549
"['<subj>Ich_bin_ein_Berliner<rel>different from<obj>Tear_down_this_wall!', '<subj>Tear_down_this_wall!<rel>main subject<obj>Berlin_Wall', '<subj>Tear_down_this_wall!<rel>author<obj>Ronald_Reagan', '<subj>Tear_down_this_wall!<rel>different from<obj>Ich_bin_ein_Berliner', '<subj>Tear_down_this_wall!<rel>location<obj>Brandenburg_Gate', '<subj>Ronald_Reagan<rel>country of citizenship<obj>United_States', '<subj>Ronald_Reagan<rel>place of death<obj>Bel_Air,_Los_Angeles']","Ronald Reagan, the 40th President of the United States, was born in Tampico, Illinois. He was the 33rd Governor of California. He was born on 6 February 1911. He died on 5 June 2004 in Bel Air, Los Angeles. He was the 40th President of the United States. He was born in Tampico, Illinois. He was the 33rd Governor of California","Ronald Reagan was the president of the United States. He was born in Illinois. He died in Bel Air, Los Angeles. He was the author of the famous speech 'Tear down this wall'. He was different from 'Ich bin ein Berliner'. He was the main subject of the speech 'Tear down this wall'. He was different from 'Ich bin ein Berliner'. He was the author of the famous speech 'Tear down this wall'. He was different from 'I","Ronald Reagan, the 40th President of the United States, was born on February 6, 1911, in Tampico, Illinois. He was a Republican and served from 1981 to 1989. He was a well-known actor and politician before becoming president. He was a vocal opponent of communism and the Berlin Wall. He was a vocal opponent of communism and the Berlin Wall. He was a vocal","{'place of death', 'Tear down this wall!', 'location', 'Ronald Reagan', 'Bel Air, Los Angeles', 'different from', 'Berlin Wall', 'United States', 'author', 'Brandenburg Gate', 'country of citizenship', 'main subject', 'Ich bin ein Berliner'}",367.3688240439703,207.3435299672525,349.8001127506403
"['<subj>Hydrogen<rel>discoverer or inventor<obj>Henry_Cavendish', '<subj>Hydrogen<rel>different from<obj>Hydrogen_atom']",Hydrogen is different from Hydrogen atom.,Hydrogen is different from Hydrogen atom.,Hydrogen is different from Hydrogen atom.,"{'Hydrogen atom', 'different from', 'discoverer or inventor', 'Henry Cavendish', 'Hydrogen'}",0.0,0.0,0.0
"['<subj>Po_(river)<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe']",Po (river) is a river in Europe. The history of Europe is a topic in history. Europe is located in the Kaliningrad Time zone. Europe has part Eastern Europe.,"Speaker A: I think everyone knows Europe.
 Speaker B: Yeah, I know.
 Speaker A: It's located in Europe.
 Speaker B: I know.
 Speaker A: And it has part of Eastern Europe.
 Speaker B: I know.
 Speaker A: And it has history of topic.
 Speaker B: I know.
 Speaker A: And it's continent.
 Speaker B: I know","Po_(river) is located in Europe, which has a history of topic, and is located in Kaliningrad Time.","{'Po (river)', 'Kaliningrad Time', 'has part', 'continent', 'History of Europe', 'Eastern Europe', 'located in time zone', 'Europe', 'history of topic'}",68.13803967833817,328.045461074009,60.69740313717969
"['<subj>Vanadium<rel>instance of<obj>Metal', '<subj>Metal<rel>subclass of<obj>Material', '<subj>Metal<rel>subclass of<obj>Alloy']",Vanadium is a metal. Vanadium is a subclass of metal. Vanadium is a subclass of alloy.,Vanadium is a metal. It is a subclass of Metal. It is a subclass of Alloy.,Vanadium is a metal. It is a subclass of metal and a subclass of alloy.,"{'Metal', 'Alloy', 'Vanadium', 'Material', 'instance of', 'subclass of'}",0.0,0.0,0.0
"['<subj>Astrobiology<rel>subclass of<obj>Astronomy', '<subj>Astronomy<rel>history of topic<obj>History_of_astronomy', '<subj>Astronomy<rel>subclass of<obj>Outline_of_physical_science']",Astrobiology is a sub-class of Astronomy. The history of Astronomy is a sub-class of History of Astronomy. Astronomy is a sub-class of Outline of physical science.,"Astrobiology is a branch of astronomy that studies the origin, evolution, distribution, and future of life in the universe. It is a multidisciplinary field that includes astronomy, biology, chemistry, geology, and physics.

###","Astrobiology is a branch of astronomy that studies the origin, evolution, distribution, and future of life in the universe. It is a multidisciplinary field that combines biology, chemistry, geology, and physics to understand the nature of life and its potential in the universe.","{'Astrobiology', 'Astronomy', 'History of astronomy', 'subclass of', 'Outline of physical science', 'history of topic'}",79.5294332711421,219.40973993117396,287.1517926269849
