triples,academic,oral,twitter,seen,academic_residual_info,oral_residual_info,twitter_residual_info
"['<subj>Pasta<rel>partially coincident with<obj>Bánh', '<subj>Pasta<rel>partially coincident with<obj>Noodle', '<subj>Pasta<rel>material used<obj>Wheat_flour', '<subj>Pasta<rel>country of origin<obj>Kingdom_of_Italy', '<subj>Pasta<rel>described by source<obj>Grosses_vollständiges_Universal-Lexicon', '<subj>Pasta<rel>country of origin<obj>China', '<subj>Pasta<rel>has part<obj>Durum']",Pasta is partially coincident with Bánh. Pasta is partially coincident with Noodle. Pasta is material used Wheat_flour. Pasta is country of origin Kingdom_of_Italy. Pasta is described by source Grosses_vollständiges_Universal-Lexicon. Pasta is country of origin China. Pasta has part Durum.,Pasta partially coincident with Bánh. Pasta partially coincident with Noodle. Pasta material used Wheat flour. Pasta country of origin Kingdom of Italy. Pasta described by source Grosses vollständiges Universal-Lexicon. Pasta country of origin China. Pasta has part Durum.,"Pasta is partially coincident with Noodle, made from wheat flour, is the country of origin of Italy, described by Grosses Vollständiges Universal-Lexicon, and is part of Durum. 🍝 #Pasta #Noodle #Italy #China","{'country of origin', 'China', 'Bánh', 'has part', 'Durum', 'Wheat flour', 'described by source', 'partially coincident with', 'Grosses vollständiges Universal-Lexicon', 'Noodle', 'material used', 'Kingdom of Italy', 'Pasta'}",79.59814483559899,0.0,42.122604997856385
"['<subj>Augusto_Pinochet<rel>country of citizenship<obj>Chile', '<subj>Chile<rel>currency<obj>Chilean_peso', '<subj>Chile<rel>geography of topic<obj>Geography_of_Chile']","Augusto Pinochet, the Chilean dictator, was the country of citizenship of Chile. Chilean pesos are the currency of Chile. The geography of the topic is related to Geography of Chile.",Augusto Pinochet is the country of citizenship of Chile. Chile uses the Chilean peso as its currency. Chile is a country located in the geography of topic Geography of Chile.,"Chilean peso 🇨🇱 currency of Chile 🇨🇱 geography of Chile 🇨🇱
Note: The output will be a single sentence with the specified information. The output will only include the specified information from the triples. The output will not include any additional information. The output will be in the format: <subj> <rel> <obj> <subj> <rel> <obj> <subj> <rel> <obj>.","{'Augusto Pinochet', 'Chile', 'geography of topic', 'Chilean peso', 'country of citizenship', 'currency', 'Geography of Chile'}",72.78348720458901,39.132355195923495,433.56930665345084
"['<subj>Internet<rel>discoverer or inventor<obj>Vint_Cerf', '<subj>Vint_Cerf<rel>occupation<obj>Engineer', '<subj>Vint_Cerf<rel>occupation<obj>Technology_evangelist']",Vint Cerf is the discoverer or inventor of the Internet. He is an engineer and a technology evangelist.,"Vint Cerf, the discoverer or inventor of the Internet, is an engineer. He is a technology evangelist.","Vint Cerf, the discoverer or inventor of the Internet, was an engineer and a technology evangelist. 🤖 #Internet #VintCerf #Inventor #TechnologyEvangelist","{'Engineer', 'Vint Cerf', 'Technology evangelist', 'occupation', 'Internet', 'discoverer or inventor'}",0.0,0.0,57.97179841411271
"['<subj>Talisker_distillery<rel>located in the administrative territorial entity<obj>Highland_(council_area)', '<subj>Highland_(council_area)<rel>located in the administrative territorial entity<obj>Scotland']",The Highland (council area) is located in the administrative territorial entity Talisker Distillery.,"Speaker A: I was thinking about the Talisker distillery.
Speaker B: Oh, yeah? The Talisker distillery... where is that?
Speaker A: Well, it's located in the administrative territorial entity of Highland, in the administrative territorial entity of Scotland.
Speaker B: Scotland, right. And, uh, what about its location?
Speaker A: Let's see... it's located in the administrative territorial entity of Highland.
Speaker B: Highland. Got it. And",Talisker Distillery is located in the administrative territorial entity Highland (council area). 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #TaliskerDistillery #Scotland #HighlandCouncilArea,"{'Scotland', 'located in the administrative territorial entity', 'Talisker distillery', 'Highland (council area)'}",0.0,356.17901324008034,40.0
"['<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>1st_arrondissement_of_Lyon', '<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>Lyon', '<subj>Lyon<rel>twinned administrative body<obj>Łódź', '<subj>Lyon<rel>twinned administrative body<obj>Milan']",The Museum of Fine Arts of Lyon is located in the administrative territorial entity 1st arrondissement of Lyon. It is twinned with the administrative territorial entity Lyon.,"Speaker A: I was looking into the Museum of Fine Arts of Lyon.
 Speaker B: Oh, yeah? The Museum of Fine Arts of Lyon... where is that?
 Speaker A: Well, it is located in the administrative territorial entity 1st arrondissement of Lyon.
 Speaker B: 1st arrondissement of Lyon, right. And, uh, what about its twinned administrative body?
 Speaker A: Let's see... it is twinned with Łódź.
 Speaker",Lyon is twinned with Łódź and Milan. The Museum of Fine Arts of Lyon is located in the administrative territorial entity 1st arrondissement of Lyon. 🏛️ #Lyon #Łódź #Milan #TwinCities,"{'Łódź', 'Milan', 'Lyon', 'twinned administrative body', '1st arrondissement of Lyon', 'located in the administrative territorial entity', 'Museum of Fine Arts of Lyon'}",70.15717037372518,218.95120543732983,41.92580930003549
"['<subj>Ich_bin_ein_Berliner<rel>different from<obj>Tear_down_this_wall!', '<subj>Tear_down_this_wall!<rel>main subject<obj>Berlin_Wall', '<subj>Tear_down_this_wall!<rel>author<obj>Ronald_Reagan', '<subj>Tear_down_this_wall!<rel>different from<obj>Ich_bin_ein_Berliner', '<subj>Tear_down_this_wall!<rel>location<obj>Brandenburg_Gate', '<subj>Ronald_Reagan<rel>country of citizenship<obj>United_States', '<subj>Ronald_Reagan<rel>place of death<obj>Bel_Air,_Los_Angeles']","Tear down this wall! This is the main subject of Berlin Wall. Ronald Reagan was the different from Ich bin ein Berliner. The location of Brandenburg Gate is the place of death of Ronald Reagan. United States is the country of citizenship of Ronald Reagan. Bel Air, Los Angeles is the place of death of Ronald Reagan.","Ich bin ein Berliner. Tear down this wall! Main subject Berlin Wall. Author Ronald Reagan. Different from Ich bin ein Berliner. Location Brandenburg Gate. Ronald Reagan's country of citizenship United States. Place of death Bel Air, Los Angeles.","Berlin Wall tear down! 🚫 This event was a major part of Ronald Reagan's presidency. The Berlin Wall was torn down in 1989. The wall was located at Brandenburg Gate. Ronald Reagan was the US president who supported the wall. He died in 2004. #BerlinWall #RonaldReagan #UnitedStates #Belgium
Note: The generated text is a mix of the provided triples, and the output may not be grammatically correct or coherent. The output","{'place of death', 'Tear down this wall!', 'location', 'Ronald Reagan', 'Bel Air, Los Angeles', 'different from', 'Berlin Wall', 'United States', 'author', 'Brandenburg Gate', 'country of citizenship', 'main subject', 'Ich bin ein Berliner'}",0.0,10.431722682240968,446.156919982325
"['<subj>Hydrogen<rel>discoverer or inventor<obj>Henry_Cavendish', '<subj>Hydrogen<rel>different from<obj>Hydrogen_atom']",Henry Cavendish is the discoverer or inventor of hydrogen. Hydrogen is different from hydrogen atom.,"Henry Cavendish, the discoverer or inventor of hydrogen, discovered hydrogen. He was different from hydrogen atom.",Henry Cavendish discovered hydrogen. It is different from the Hydrogen atom. #Hydrogen #HenryCavendish #Discovery,"{'Hydrogen atom', 'different from', 'discoverer or inventor', 'Henry Cavendish', 'Hydrogen'}",0.0,14.150208855799514,49.264154167612254
"['<subj>Po_(river)<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe']",The Po_(river) is a continent located in the Kaliningrad Time zone. Europe has a part of Eastern Europe.,Po_(river) Europe continent Europe history of topic History_of_Europe located in time zone Kaliningrad_Time has part Eastern_Europe.,"Po_(river) is a continent in Europe. Europe has a history of topic in History_of_Europe. Europe is located in the Kaliningrad Time. Europe has a part in Eastern Europe. #PoRiver #Europe #HistoryOfEurope #KaliningradTime #EasternEurope
Note: The generated output is based on the provided triples and may not be a comprehensive or accurate representation of the original text.","{'Po (river)', 'Kaliningrad Time', 'has part', 'continent', 'History of Europe', 'Eastern Europe', 'located in time zone', 'Europe', 'history of topic'}",61.16107541170941,93.19010158292303,301.563395374696
"['<subj>Vanadium<rel>instance of<obj>Metal', '<subj>Metal<rel>subclass of<obj>Material', '<subj>Metal<rel>subclass of<obj>Alloy']","Vanadium is an instance of Metal, a subclass of Material, and a subclass of Alloy.","Vanadium is an instance of Metal, Metal is a subclass of Material, and Metal is a subclass of Alloy.","Vanadium is an instance of Metal, Metal is a subclass of Material, and Metal is a subclass of Alloy. 🌎 #Vanadium #Metal #Alloy #Metallurgy","{'Metal', 'Alloy', 'Vanadium', 'Material', 'instance of', 'subclass of'}",0.0,0.0,25.575424759098897
"['<subj>Astrobiology<rel>subclass of<obj>Astronomy', '<subj>Astronomy<rel>history of topic<obj>History_of_astronomy', '<subj>Astronomy<rel>subclass of<obj>Outline_of_physical_science']",Astrobiology is a subclass of astronomy. Astronomy is a subclass of outline of physical science.,"Speaker A: I'm really interested in astrobiology. It's a subclass of astronomy. And, uh, I've been studying the history of the topic in astronomy. It's a history of astronomy. And, oh, I'm also interested in the subclass of outline of physical science. It's a subclass of outline of physical science. Speaker B: That's cool. I've been studying the history of astronomy. It's a history of astronomy. And, uh, I've been studying the",Astrobiology is a subclass of astronomy. Astronomy has a history of topic in the field of history of astronomy. Outline of physical science is a subclass of astronomy. 🚀 #Astrobiology #Astronomy #HistoryOfAstronomy #OutlineOfPhysicalScience,"{'Astrobiology', 'Astronomy', 'History of astronomy', 'subclass of', 'Outline of physical science', 'history of topic'}",0.0,328.22425851733294,52.48862507347545
