triples,academic,oral,twitter,seen,academic_residual_info,oral_residual_info,twitter_residual_info
"['<subj>Pasta<rel>partially coincident with<obj>Bánh', '<subj>Pasta<rel>partially coincident with<obj>Noodle', '<subj>Pasta<rel>material used<obj>Wheat_flour', '<subj>Pasta<rel>country of origin<obj>Kingdom_of_Italy', '<subj>Pasta<rel>described by source<obj>Grosses_vollständiges_Universal-Lexicon', '<subj>Pasta<rel>country of origin<obj>China', '<subj>Pasta<rel>has part<obj>Durum']","Pasta is a type of food made from dough, usually made of wheat flour, water, and salt. It is typically served as a side dish or main course, and is often used to make a variety of dishes, including pasta dishes, pizzas, and ravioli. Pasta is a popular food in many cultures, and is often served at meals. It is a versatile food that can be used in a variety of dishes, and is a staple food in many cultures.","Pasta is a type of food that is made from dough and is usually served as a main course. It is typically made from wheat flour, water, and salt. Pasta is a popular food in many countries, including Italy, China, and the United States. It is often served with other dishes, such as sauce, meat, or vegetables. Pasta is a versatile food that can be used in a variety of ways, from making a simple pasta dish to creating a complex pasta dish. It is also","Pasta is a type of food that is made from dough and is typically made from wheat flour. It is a staple food in many cultures around the world and is often used in dishes such as pasta dishes, pizzas, and lasagnas. Pasta is made from dough that is made from wheat flour, water, and sometimes eggs or other ingredients. The dough is then shaped into different shapes and sizes, and then cooked in boiling water or other liquids. The different types of pasta are made from different types","{'country of origin', 'China', 'Bánh', 'has part', 'Durum', 'Wheat flour', 'described by source', 'partially coincident with', 'Grosses vollständiges Universal-Lexicon', 'Noodle', 'material used', 'Kingdom of Italy', 'Pasta'}",453.7332469243953,448.60823293913523,448.8707688732274
"['<subj>Augusto_Pinochet<rel>country of citizenship<obj>Chile', '<subj>Chile<rel>currency<obj>Chilean_peso', '<subj>Chile<rel>geography of topic<obj>Geography_of_Chile']","Augusto Pinochet, the former president of Chile, was a citizen of Chile. Chile is a country in South America. The currency of Chile is the Chilean peso.",Augusto Pinochet was the dictator of Chile from 1973 to 1990. He was born in 1915 in the city of Santiago. He was the president of Chile from 1973 to 1990. He was the president of Chile from 1973 to 1990. He was the president of Chile from 1973 to 1990. He was the president of Chile from 1973 to 1990. He was the president of Chile from,Chilean Peso is the official currency of Chile. It is the 2nd most traded currency in the world after the U.S. dollar. The country is located in South America. The currency is divided into 100 centavos. The Chilean peso is a fiat currency. It is the official currency of Chile. It is the 2nd most traded currency in the world after the U.S. dollar. The country is located in South America. The currency is divided into 100,"{'Augusto Pinochet', 'Chile', 'geography of topic', 'Chilean peso', 'country of citizenship', 'currency', 'Geography of Chile'}",63.318593925484095,288.50056405719147,389.08883226939395
"['<subj>Internet<rel>discoverer or inventor<obj>Vint_Cerf', '<subj>Vint_Cerf<rel>occupation<obj>Engineer', '<subj>Vint_Cerf<rel>occupation<obj>Technology_evangelist']",Vint Cerf is the inventor of the Internet. He is an engineer and technology evangelist.,Vint Cerf is the inventor of the Internet. He is an engineer and technology evangelist.,"Vint Cerf, the inventor of the Internet, was an engineer and technology evangelist. He is best known for his work on the development of the TCP/IP protocol suite and the Internet protocol suite. He is also known for his work on the development of the ARPANET and the Internet. Cerf was a pioneer in the field of computer networking and was instrumental in the development of the Internet. He was also a co-founder of the Internet Corporation for Assigned Names and Numbers (ICANN),","{'Engineer', 'Vint Cerf', 'Technology evangelist', 'occupation', 'Internet', 'discoverer or inventor'}",17.97179841411271,17.97179841411271,424.2875520460867
"['<subj>Talisker_distillery<rel>located in the administrative territorial entity<obj>Highland_(council_area)', '<subj>Highland_(council_area)<rel>located in the administrative territorial entity<obj>Scotland']","Talisker Distillery is located in the administrative territorial entity Highland (council area), Scotland.","Talisker Distillery is located in the administrative territorial entity Highland (council area), Scotland.","Talisker Distillery is located in the administrative territorial entity Highland (council area), Scotland.","{'Scotland', 'located in the administrative territorial entity', 'Talisker distillery', 'Highland (council area)'}",0.0,0.0,0.0
"['<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>1st_arrondissement_of_Lyon', '<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>Lyon', '<subj>Lyon<rel>twinned administrative body<obj>Łódź', '<subj>Lyon<rel>twinned administrative body<obj>Milan']",The Museum of Fine Arts of Lyon is located in the administrative territorial entity 1st arrondissement of Lyon. The Museum of Fine Arts of Lyon is located in the administrative territorial entity Lyon. The twinned administrative body Lyon is twinned with Łódź. The twinned administrative body Lyon is twinned with Milan.,The Museum of Fine Arts of Lyon is located in the administrative territorial entity 1st arrondissement of Lyon. It is twinned with Łódź and Milan.,Museum of Fine Arts of Lyon is located in the administrative territorial entity 1st arrondissement of Lyon. It is located in the administrative territorial entity Lyon. It is twinned with Łódź and Milan.,"{'Łódź', 'Milan', 'Lyon', 'twinned administrative body', '1st arrondissement of Lyon', 'located in the administrative territorial entity', 'Museum of Fine Arts of Lyon'}",43.85161860007098,21.92580930003549,21.92580930003549
"['<subj>Ich_bin_ein_Berliner<rel>different from<obj>Tear_down_this_wall!', '<subj>Tear_down_this_wall!<rel>main subject<obj>Berlin_Wall', '<subj>Tear_down_this_wall!<rel>author<obj>Ronald_Reagan', '<subj>Tear_down_this_wall!<rel>different from<obj>Ich_bin_ein_Berliner', '<subj>Tear_down_this_wall!<rel>location<obj>Brandenburg_Gate', '<subj>Ronald_Reagan<rel>country of citizenship<obj>United_States', '<subj>Ronald_Reagan<rel>place of death<obj>Bel_Air,_Los_Angeles']","Tear down this wall! Main subject: Berlin Wall Author: Ronald Reagan Different from: Ich bin ein Berliner Location: Brandenburg Gate Country of citizenship: United States Place of death: Bel Air, Los Angeles",Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berliner. Ich bin ein Berlin,"Tear down this wall! This wall was built in 1961 and was the symbol of the Cold War. It was torn down in 1989. Ronald Reagan was the president who ordered the wall to be torn down. He was from the United States. Ronald Reagan was the author of the wall. The wall was built in Berlin, Germany. Ronald Reagan was the main subject of the wall. Ronald Reagan was the author of the wall. Ronald Reagan was the author of the wall. Ronald Reagan","{'place of death', 'Tear down this wall!', 'location', 'Ronald Reagan', 'Bel Air, Los Angeles', 'different from', 'Berlin Wall', 'United States', 'author', 'Brandenburg Gate', 'country of citizenship', 'main subject', 'Ich bin ein Berliner'}",0.0,69.62583395697158,277.24071884808956
"['<subj>Hydrogen<rel>discoverer or inventor<obj>Henry_Cavendish', '<subj>Hydrogen<rel>different from<obj>Hydrogen_atom']",Henry Cavendish discovered hydrogen in 1766. It is different from hydrogen atoms.,Henry Cavendish discovered hydrogen. It is different from hydrogen atom.,Hydrogen is a chemical element with symbol H and atomic number 1. It is the lightest element and the most abundant chemical substance in the universe. Hydrogen is the most abundant chemical element in the universe by mass. It is the most abundant chemical element in the universe by number of atoms in the universe. It is the most abundant chemical element in the universe by mass. It is the most abundant chemical element in the universe by number of atoms in the universe. It is the most abundant chemical,"{'Hydrogen atom', 'different from', 'discoverer or inventor', 'Henry Cavendish', 'Hydrogen'}",45.41050611404133,14.150208855799514,587.5471974457297
"['<subj>Po_(river)<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe']","The river Po originates in the Alps and flows through the continent of Europe. The history of Europe is the history of the continent of Europe. The Kaliningrad Time Zone is located in the time zone of Kaliningrad, Russia. The part of Europe is Eastern Europe.",Po (river) is located in Europe. Europe is located in time zone Kaliningrad Time. Europe has part Eastern Europe.,"Europe is a continent located entirely in the Northern Hemisphere and almost entirely in the Eastern Hemisphere. It is bordered by the Arctic Ocean to the north, the Atlantic Ocean to the west, the Mediterranean Sea to the south, and Asia to the east. In addition to the European continent, Europe also includes several smaller neighbouring regions: the Balearic Islands, the British Isles, the Scandinavian Peninsula, and the Kriti Islands.","{'Po (river)', 'Kaliningrad Time', 'has part', 'continent', 'History of Europe', 'Eastern Europe', 'located in time zone', 'Europe', 'history of topic'}",182.08239858249385,13.753650777128332,492.11569600980323
"['<subj>Vanadium<rel>instance of<obj>Metal', '<subj>Metal<rel>subclass of<obj>Material', '<subj>Metal<rel>subclass of<obj>Alloy']","Vanadium is an element in the periodic table of elements. It is a hard, brittle, silver-white metal. It is used in alloys for making high-strength steel. It is also used in the production of superconducting magnets.",Vanadium is a metal. It is a subclass of material. It is a subclass of alloy.,"Vanadium is a chemical element with the symbol V and atomic number 23. It is a hard, brittle, silver-white transition metal. It is a member of the rare earth element series. Vanadium is a strong steel alloying element. It is used in high-strength alloys, such as vanadium steel, vanadium-nickel steel, and vanadium-manganese steel. Vanadium is used in the production of vanadium pentoxide, which is used to make vanadium dioxide,","{'Metal', 'Alloy', 'Vanadium', 'Material', 'instance of', 'subclass of'}",250.9347802227611,0.0,507.0459035380093
"['<subj>Astrobiology<rel>subclass of<obj>Astronomy', '<subj>Astronomy<rel>history of topic<obj>History_of_astronomy', '<subj>Astronomy<rel>subclass of<obj>Outline_of_physical_science']","Astronomy is the study of the structure and evolution of the universe, including the solar system, stars, galaxies, and the origin and nature of the universe itself. It is a branch of physics that deals with the study of celestial bodies and the physical laws that govern them. Astronomy is a vast field, with many subfields, including astrophysics, which studies the physical properties of celestial objects, and planetary science, which studies the physical properties of planets and other celestial bodies. Astronomy is also a field","The history of astronomy is a branch of science that studies the universe and the physical laws that govern it. It is a very old field of study, with roots that can be traced back to ancient civilizations such as the Babylonians and the Egyptians. Astronomy has played a crucial role in human history, from the development of early civilizations to the exploration of space today. In this text, we will explore the history of astronomy, from its origins to its present-day applications.","Astronomy is the study of the universe and the processes that shape it. It is a broad field that encompasses many different disciplines, including astrophysics, cosmology, planetary science, and exoplanetology. Astronomy is a fascinating and ever-expanding field, with new discoveries being made every day. From the study of the origins of the universe to the exploration of other planets and stars, astronomy is a subject that continues to captivate and inspire.","{'Astrobiology', 'Astronomy', 'History of astronomy', 'subclass of', 'Outline of physical science', 'history of topic'}",581.8669146948184,472.60207696727474,470.4772556039218
