triples,academic,oral,twitter,seen,academic_coverage,oral_coverage,twitter_coverage
"['<subj>Pasta<rel>partially coincident with<obj>Bánh', '<subj>Pasta<rel>partially coincident with<obj>Noodle', '<subj>Pasta<rel>material used<obj>Wheat_flour', '<subj>Pasta<rel>country of origin<obj>Kingdom_of_Italy', '<subj>Pasta<rel>described by source<obj>Grosses_vollständiges_Universal-Lexicon', '<subj>Pasta<rel>country of origin<obj>China', '<subj>Pasta<rel>has part<obj>Durum']",Pasta is a partially coincident with Bánh and Noodle. It is made of Wheat_flour. It originated in Kingdom_of_Italy and China. It is described by Grosses_vollständiges_Universal-Lexicon. It has part Durum.,"Pasta is a type of food that is made from wheat flour and water. It is usually shaped into long, thin strips and cooked in boiling water. Pasta is a popular food in many countries, including Italy, China, and the United States. It is often served with a sauce or other toppings.","Pasta is a type of food made from wheat flour and water. It is usually cooked and served with a sauce or other ingredients. Pasta is a staple food in many cultures around the world. It is often served as a main course or as a side dish. Pasta can be made from different types of flour, such as durum wheat, semolina, or all-purpose flour. It can also be made with different shapes and sizes. Some common types of pasta include spaghetti, macaroni, lasagna","{'country of origin', 'China', 'Bánh', 'has part', 'Durum', 'Wheat flour', 'described by source', 'partially coincident with', 'Grosses vollständiges Universal-Lexicon', 'Noodle', 'material used', 'Kingdom of Italy', 'Pasta'}",0.7692307692307693,0.23076923076923078,0.23076923076923078
"['<subj>Augusto_Pinochet<rel>country of citizenship<obj>Chile', '<subj>Chile<rel>currency<obj>Chilean_peso', '<subj>Chile<rel>geography of topic<obj>Geography_of_Chile']","Augusto Pinochet, born in Chile, is a Chilean citizen. The currency of Chile is the Chilean peso. The geography of Chile is a topic of interest.","Do you know Augusto Pinochet? He is a Chilean politician! He was born at 25 November 1915. Chile is a country in South America. The currency of Chile is the Chilean peso. The geography of Chile is very interesting. It is a long and narrow country, with the Andes Mountains to the east and the Pacific Ocean to the west. The capital of Chile is Santiago. The official language of Chile is Spanish. The population of Chile is about 18","Meet Augusto Pinochet! This Chilean citizen, who uses the Chilean peso as their currency, lives in a country with a geography like Chile.#AugustoPinochet #Chile #ChileanPeso #GeographyOfChile","{'Augusto Pinochet', 'Chile', 'geography of topic', 'Chilean peso', 'country of citizenship', 'currency', 'Geography of Chile'}",0.7142857142857143,0.7142857142857143,0.5714285714285714
"['<subj>Internet<rel>discoverer or inventor<obj>Vint_Cerf', '<subj>Vint_Cerf<rel>occupation<obj>Engineer', '<subj>Vint_Cerf<rel>occupation<obj>Technology_evangelist']","Vint Cerf, discoverer or inventor of the Internet, is an engineer and technology evangelist.",Do you know Vint Cerf? He is an engineer and a technology evangelist! He is also the discoverer or inventor of the Internet.,"Meet Vint Cerf! This engineer and technology evangelist, who is known as the discoverer or inventor of the Internet, was born on 23 June 1943.#VintCerf #Engineer #TechnologyEvangelist","{'Engineer', 'Vint Cerf', 'Technology evangelist', 'occupation', 'Internet', 'discoverer or inventor'}",0.8333333333333334,0.8333333333333334,0.8333333333333334
"['<subj>Talisker_distillery<rel>located in the administrative territorial entity<obj>Highland_(council_area)', '<subj>Highland_(council_area)<rel>located in the administrative territorial entity<obj>Scotland']","Talisker distillery is located in the administrative territorial entity Highland (council area), which is located in the administrative territorial entity Scotland.",Talisker distillery is located in the administrative territorial entity Highland (council area). Highland (council area) is located in the administrative territorial entity Scotland.,"Talisker_distillery is located in the administrative territorial entity Highland_(council_area), which is located in the administrative territorial entity Scotland.","{'Scotland', 'located in the administrative territorial entity', 'Talisker distillery', 'Highland (council area)'}",1.0,1.0,1.0
"['<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>1st_arrondissement_of_Lyon', '<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>Lyon', '<subj>Lyon<rel>twinned administrative body<obj>Łódź', '<subj>Lyon<rel>twinned administrative body<obj>Milan']","The Museum of Fine Arts of Lyon is located in the 1st arrondissement of Lyon, Lyon, France. Lyon is twinned with Łódź, Poland and Milan, Italy.","The Museum of Fine Arts of Lyon is located in the 1st arrondissement of Lyon, Lyon. Lyon is twinned with Łódź and Milan.","The Museum of Fine Arts of Lyon, located in the 1st arrondissement of Lyon, is a beautiful museum that showcases a wide range of art from different periods. It is located in the city of Lyon, which is twinned with the cities of Łódź and Milan. The museum is a must-visit for art lovers and history enthusiasts alike. #MuseumofFineArtsLyon #Lyon #1stArrondissementofLyon #Lyon #L","{'Łódź', 'Milan', 'Lyon', 'twinned administrative body', '1st arrondissement of Lyon', 'located in the administrative territorial entity', 'Museum of Fine Arts of Lyon'}",0.7142857142857143,0.7142857142857143,0.7142857142857143
"['<subj>Ich_bin_ein_Berliner<rel>different from<obj>Tear_down_this_wall!', '<subj>Tear_down_this_wall!<rel>main subject<obj>Berlin_Wall', '<subj>Tear_down_this_wall!<rel>author<obj>Ronald_Reagan', '<subj>Tear_down_this_wall!<rel>different from<obj>Ich_bin_ein_Berliner', '<subj>Tear_down_this_wall!<rel>location<obj>Brandenburg_Gate', '<subj>Ronald_Reagan<rel>country of citizenship<obj>United_States', '<subj>Ronald_Reagan<rel>place of death<obj>Bel_Air,_Los_Angeles']","Ronald Reagan, the 40th President of the United States, delivered his famous speech ""Tear down this wall!"" at the Brandenburg Gate in Berlin, Germany. The speech was a call for the removal of the Berlin Wall, which had divided the city since 1961. Reagan's speech was a powerful moment in the Cold War, and it helped to bring about the eventual fall of the Berlin Wall in 1989.","Ronald Reagan is a former president of the United States. He was born in Tampico, Illinois, on February 6, 1911. He died on June 5, 2004, in Bel Air, Los Angeles. He was a Republican. He served as the 40th president of the United States from 1981 to 1989. He was the oldest president in American history. He was also the first president to be born in the 20th century. He","Ich_bin_ein_Berliner! Tear_down_this_wall! Ronald_Reagan, a United_States citizen, wrote Tear_down_this_wall! at the Brandenburg_Gate. Tear_down_this_wall! is different from Ich_bin_ein_Berliner. #Ich_bin_ein_Berliner #Tear_down_this_wall! #Ronald_Reagan #United_States #Bel_Air,_Los_Angeles","{'place of death', 'Tear down this wall!', 'location', 'Ronald Reagan', 'Bel Air, Los Angeles', 'different from', 'Berlin Wall', 'United States', 'author', 'Brandenburg Gate', 'country of citizenship', 'main subject', 'Ich bin ein Berliner'}",0.38461538461538464,0.23076923076923078,0.5384615384615384
"['<subj>Hydrogen<rel>discoverer or inventor<obj>Henry_Cavendish', '<subj>Hydrogen<rel>different from<obj>Hydrogen_atom']",Hydrogen is different from Hydrogen_atom. Henry_Cavendish discovered or invented Hydrogen.,Hydrogen is different from Hydrogen atom. Henry Cavendish discovered Hydrogen.,"Hydrogen is a chemical element with the symbol H and atomic number 1. It is the lightest element, and the most abundant in the universe, making up 75% of all normal matter. It is the most common element in the universe, constituting roughly 75% of all baryonic mass. Hydrogen is the most common element in the universe, making up 75% of all normal matter. It is the lightest element, and the most abundant in the universe","{'Hydrogen atom', 'different from', 'discoverer or inventor', 'Henry Cavendish', 'Hydrogen'}",0.8,0.8,0.2
"['<subj>Po_(river)<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe']",The Po river is a river in Europe. Europe has a history of topic. Europe is located in time zone Kaliningrad Time. Europe has part Eastern Europe.,The Po River is a river in Europe. It is located in the continent of Europe. The river is located in the time zone of Kaliningrad Time. The river is located in the history of Europe. The river is located in the history of topic History of Europe. The river is located in the history of topic History of Europe. The river is located in the history of topic History of Europe. The river is located in the history of topic History of Europe. The river is located in the,The Po River is a river in Europe. It is located in the continent of Europe. The history of Europe is a topic that is located in the time zone of Kaliningrad Time. The river has a part called Eastern Europe.,"{'Po (river)', 'Kaliningrad Time', 'has part', 'continent', 'History of Europe', 'Eastern Europe', 'located in time zone', 'Europe', 'history of topic'}",0.6666666666666666,0.5555555555555556,0.5555555555555556
"['<subj>Vanadium<rel>instance of<obj>Metal', '<subj>Metal<rel>subclass of<obj>Material', '<subj>Metal<rel>subclass of<obj>Alloy']",Vanadium is a metal. Metals are materials. Metals are alloys.,Vanadium is a metal. Metals are materials. Metals are alloys.,Vanadium is a metal that is part of the alloy family. It is a strong and durable material that can be used in various applications.,"{'Metal', 'Alloy', 'Vanadium', 'Material', 'instance of', 'subclass of'}",0.6666666666666666,0.6666666666666666,0.6666666666666666
"['<subj>Astrobiology<rel>subclass of<obj>Astronomy', '<subj>Astronomy<rel>history of topic<obj>History_of_astronomy', '<subj>Astronomy<rel>subclass of<obj>Outline_of_physical_science']","Astrobiology is a branch of astronomy that studies the origin, evolution, distribution, and future of life in the universe. It is an interdisciplinary field that draws on many scientific disciplines, including astronomy, biology, geology, chemistry, and physics. The history of astronomy is a long and complex one, dating back to ancient times. The first known astronomical observations were made by the Babylonians, who used the stars to predict the seasons and the movements of the planets. The Greeks were the first to develop","Astrobiology is a branch of astronomy that studies the origin, evolution, and distribution of life in the universe. It is a relatively new field that has only been around for a few decades. Astronomy is the study of the universe, including the planets, stars, galaxies, and other celestial objects. It is a very old field that has been around for thousands of years. History of astronomy is the study of the development of astronomy as a scientific discipline. It is a relatively new field that has only been","Meet Astrobiology! This Astronomy ⚽ player, who holds Bulgarian citizenship 🇧🇬, was born on 14 July 1988.#Astrobiology #Astronomy #Bulgaria","{'Astrobiology', 'Astronomy', 'History of astronomy', 'subclass of', 'Outline of physical science', 'history of topic'}",0.5,0.5,0.3333333333333333
