triples,academic,oral,twitter,seen,academic_residual_info,oral_residual_info,twitter_residual_info
"['<subj>Pasta<rel>partially coincident with<obj>Bánh', '<subj>Pasta<rel>partially coincident with<obj>Noodle', '<subj>Pasta<rel>material used<obj>Wheat_flour', '<subj>Pasta<rel>country of origin<obj>Kingdom_of_Italy', '<subj>Pasta<rel>described by source<obj>Grosses_vollständiges_Universal-Lexicon', '<subj>Pasta<rel>country of origin<obj>China', '<subj>Pasta<rel>has part<obj>Durum']","Pasta partially coincident with Bánh, Pasta partially coincident with Noodle, Pasta material used Wheat_flour, Pasta country of origin Kingdom_of_Italy, Pasta described by source Grosses_vollständiges_Universal-Lexicon, Pasta country of origin China, Pasta has part Durum.","Pasta partially coincident with Bánh, pasta partially coincident with Noodle, pasta material used wheat flour, pasta country of origin Kingdom_of_Italy, pasta country of origin China, pasta has part Durum. Pasta partially coincident with Bánh, pasta partially coincident with Noodle, pasta material used wheat flour, pasta country of origin Kingdom_of_Italy, pasta country of origin China, pasta has part Durum. Pasta partially coincident with Bánh, pasta partially coincident","""Pasta is partially coincident with Bánh, Noodle, Wheat_flour, Kingdom_of_Italy, Grosses_vollständiges_Universal-Lexicon, China, Dumur. #Pasta #Bánh #Noodle #Wheat_flour #Kingdom_of_Italy #China #Durm""

Here is the breakdown of the triples:
- <subj>Pasta<rel>partially coincident with<obj>Bánh> means ""Pasta is partially coincident","{'country of origin', 'China', 'Bánh', 'has part', 'Durum', 'Wheat flour', 'described by source', 'partially coincident with', 'Grosses vollständiges Universal-Lexicon', 'Noodle', 'material used', 'Kingdom of Italy', 'Pasta'}",79.59814483559899,77.46958364978721,314.0952980356968
"['<subj>Augusto_Pinochet<rel>country of citizenship<obj>Chile', '<subj>Chile<rel>currency<obj>Chilean_peso', '<subj>Chile<rel>geography of topic<obj>Geography_of_Chile']",The country of citizenship of Augusto Pinochet is Chile. The currency of Chile is the Chilean peso. The geography of the topic of Chile is Geography of Chile.,"Augusto Pinochet was the country of citizenship of Chile. Chilean peso is the currency of Chile. Chile is the geography of topic of Geography of Chile. Augusto Pinochet was the country of citizenship of Chile. Chilean peso is the currency of Chile. Chile is the geography of topic of Geography of Chile.
Discourse markers: None
Hesitators: None
Disfluency markers: None
Planners: None
Emotions expressed: None
Note: The","'Augusto Pinochet was the country of citizenship of Chile. Chile is a currency of Chilean peso. Chile is a geography of topic Geography of Chile.'
Note: The output will be a sentence with the provided information. The output will not be a sentence with multiple subjects, objects, and relations. The output will be a sentence with a single subject, object, and relation. The output will be a sentence with a single subject, object, and relation. The output will be a sentence","{'Augusto Pinochet', 'Chile', 'geography of topic', 'Chilean peso', 'country of citizenship', 'currency', 'Geography of Chile'}",31.658101472482947,159.81231907730506,357.107042359797
"['<subj>Internet<rel>discoverer or inventor<obj>Vint_Cerf', '<subj>Vint_Cerf<rel>occupation<obj>Engineer', '<subj>Vint_Cerf<rel>occupation<obj>Technology_evangelist']","The Internet was discovered by Vint Cerf, the occupation of which was Engineer, and Technology Evangelist. Vint Cerf was the occupation of which was Internet, and Technology Evangelist. This is an example of the","Internet discoverer or inventor Vint_Cerf occupation Engineer Technology_evangelist
Discourse markers: or, Vint_Cerf, occupation, Technology_evangelist
Hesitators: Internet, occupation, Technology_evangelist
Disfluency markers: Internet, occupation, Technology_evangelist
Planners: Internet, occupation, Technology_evangelist
Emotions expressed: Vint_Cerf is excited and enthusiastic about his invention, Internet is neutral and objective, occupation","'Vint Cerf, the Internet's inventor and engineer, was a technology evangelist. 🤖💻'
Note: The generated output is a sentence that includes the provided information from the triples. The output is a sentence that includes the subject, relation, object, and relation again, and also includes the subject and object in the sentence. The output is a sentence that includes the provided information from the triples. The output is a sentence that includes the provided information from the triples. The","{'Engineer', 'Vint Cerf', 'Technology evangelist', 'occupation', 'Internet', 'discoverer or inventor'}",26.54261861401566,385.65009860393144,482.10887023034354
"['<subj>Talisker_distillery<rel>located in the administrative territorial entity<obj>Highland_(council_area)', '<subj>Highland_(council_area)<rel>located in the administrative territorial entity<obj>Scotland']","The Talisker distillery is located in the administrative territorial entity of Highland (council area). 
The Highland (council area) is located in the administrative territorial entity of Scotland. 

Note: The output text is a direct representation of the provided triples. It is not a paraphrased or summarized version of the information. The output is a faithful representation of the original triples.","""Hello, I'm Talisker_distillery, and I'm located in the administrative territorial entity of Highland_(council_area). I'm here to tell you that I'm situated in the administrative territorial entity of Scotland. I'm a distillery, and I'm proud to be a part of the administrative territorial entity of Highland_(council_area). I'm here to inform you that I'm located in the administrative territorial entity of Scotland. I'm a distillery, and I'm proud","""Talisker Distillery located in the administrative territorial entity Highland (council area).""
Note: The output text is generated by replacing the '<subj>' and '<obj>' placeholders with the actual values from the triples. The '<rel>' placeholder is left as is, as it represents the relation between the two subjects. The '<obj>' placeholder is replaced with the value of the 'obj' triple. The output text is then wrapped in a sentence with a period at the end.","{'Scotland', 'located in the administrative territorial entity', 'Talisker distillery', 'Highland (council area)'}",249.27357693540867,440.6828317793182,472.9530615301339
"['<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>1st_arrondissement_of_Lyon', '<subj>Museum_of_Fine_Arts_of_Lyon<rel>located in the administrative territorial entity<obj>Lyon', '<subj>Lyon<rel>twinned administrative body<obj>Łódź', '<subj>Lyon<rel>twinned administrative body<obj>Milan']",The Museum of Fine Arts of Lyon is located in the administrative territorial entity 1st arrondissement of Lyon. The Museum of Fine Arts of Lyon is located in the administrative territorial entity Lyon. The twinned administrative body Lyon is twinned administrative body Łódź. The twinned administrative body Lyon is twinned administrative body Milan.,"'The Museum of Fine Arts of Lyon is located in the administrative territorial entity 1st arrondissement of Lyon. The Museum of Fine Arts of Lyon is located in the administrative territorial entity Lyon. The twinned administrative body Lyon is twinned administrative body Łódź. The twinned administrative body Lyon is twinned administrative body Milan.'

Discourse markers: 'The', 'is', 'The', 'is', 'The', 'is'
Hesitators: 'The', '","'The Museum of Fine Arts of Lyon is located in the administrative territorial entity 1st arrondissement of Lyon. The Museum of Fine Arts of Lyon is located in the administrative territorial entity Lyon. The twinned administrative body Lyon is twinned administrative body Łódź. The twinned administrative body Lyon is twinned administrative body Milan.'

Note: The provided triples are in the format of '<subj> <rel> <obj>', where '<subj>' is the subject, '<rel>' is","{'Łódź', 'Milan', 'Lyon', 'twinned administrative body', '1st arrondissement of Lyon', 'located in the administrative territorial entity', 'Museum of Fine Arts of Lyon'}",0.0,54.71379646936213,182.02803585549202
"['<subj>Ich_bin_ein_Berliner<rel>different from<obj>Tear_down_this_wall!', '<subj>Tear_down_this_wall!<rel>main subject<obj>Berlin_Wall', '<subj>Tear_down_this_wall!<rel>author<obj>Ronald_Reagan', '<subj>Tear_down_this_wall!<rel>different from<obj>Ich_bin_ein_Berliner', '<subj>Tear_down_this_wall!<rel>location<obj>Brandenburg_Gate', '<subj>Ronald_Reagan<rel>country of citizenship<obj>United_States', '<subj>Ronald_Reagan<rel>place of death<obj>Bel_Air,_Los_Angeles']","'Ich bin ein Berliner, different from Tear down this wall! Main subject Berlin Wall, author Ronald Reagan, different from Ich bin ein Berliner, location Brandenburg Gate, author Ronald Reagan, country of citizenship United States, place of death Bel Air, Los Angeles.'.
Explanation:
The","""Ich_bin_ein_Berliner, Tear_down_this_wall! Ich_bin_ein_Berliner, main subject_Berlin_Wall, Ronald_Reagan, different from Ich_bin_ein_Berliner, Tear_down_this_wall! Ich_bin_ein_Berliner, location_Brandenburg_Gate, Ronald_Reagan, country of citizenship_United_States, Tear_down_this_wall! Ich_bin_ein_Berliner, place of death_Bel_Air,_Los_An","'Ich_bin_ein_Berliner_different from_Tear_down_this_wall! main subject_Berlin_Wall author_Ronald_Reagan different from_Ich_bin_ein_Berliner location_Brandenburg_Gate country of citizenship_United_States place of death_Bel_Air,_Los_Angeles'
Note: The output will be a string of the provided triples, separated by commas. The output will be a string of the provided triples, separated by commas. The output will be","{'place of death', 'Tear down this wall!', 'location', 'Ronald Reagan', 'Bel Air, Los Angeles', 'different from', 'Berlin Wall', 'United States', 'author', 'Brandenburg Gate', 'country of citizenship', 'main subject', 'Ich bin ein Berliner'}",15.150208855799514,300.0,387.970866341437
"['<subj>Hydrogen<rel>discoverer or inventor<obj>Henry_Cavendish', '<subj>Hydrogen<rel>different from<obj>Hydrogen_atom']","The discovery of hydrogen by Henry Cavendish, a British chemist and physicist, is attributed to the observation of its different properties from hydrogen atoms. Cavendish's experiments and measurements revealed that hydrogen is a distinct element, with unique characteristics that distinguish it from its atomic counterpart. This discovery marked a significant milestone in the understanding of the periodic table and the development of modern chemistry.","Hydrogen discoverer or inventor Henry_Cavendish different from Hydrogen atom
The speaker is excited and enthusiastic about the discovery of hydrogen. The speaker is using the word ""discoverer or inventor"" to emphasize the importance of the discovery. The speaker is also using the word ""different from"" to highlight the unique characteristics of hydrogen. The speaker is using the word ""Hydrogen atom"" to refer to the element itself. The speaker is using the word ""excited"" to","'Hydrogen discoverer or inventor Henry Cavendish, different from Hydrogen atom.'","{'Hydrogen atom', 'different from', 'discoverer or inventor', 'Henry Cavendish', 'Hydrogen'}",468.53673758288977,375.4771180274117,0.0
"['<subj>Po_(river)<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe']",The continent of Europe is located in the time zone of Kaliningrad. Europe has a part in the region of Eastern Europe. The river Po is the subject of the topic of History of Europe. The continent of Europe is the object of the topic of History of Europe. The time zone of Kaliningrad is the relation of the topic of History of Europe. The region of Eastern Europe is the object of the relation of the topic of History of Europe. The river Po is the subject of the,"Po_(river), Europe, continent, Europe, history of topic, History_of_Europe, located in time zone, Kaliningrad_Time, has part, Eastern_Europe. 
Discourse markers: 
- has part
- located in time zone
- has part
- history of topic
- has part
- Kaliningrad_Time
- has part
- Europe
- has part
- Eastern_Europe
- has part
- time zone
- has part","Po_(river)<rel>continent<obj>Europe
Europe<rel>history of topic<obj>History_of_Europe
Europe<rel>located in time zone<obj>Kaliningrad_Time
Europe<rel>has part<obj>Eastern_Europe

Here is the code to generate the tweet post:
```javascript
function generateTweet(inputTriple) {
    let output = '';
    for (let triple of inputTriple) {
        let [subject, relation, object","{'Po (river)', 'Kaliningrad Time', 'has part', 'continent', 'History of Europe', 'Eastern Europe', 'located in time zone', 'Europe', 'history of topic'}",337.9201902754594,191.12353126463043,510.9231250937273
"['<subj>Vanadium<rel>instance of<obj>Metal', '<subj>Metal<rel>subclass of<obj>Material', '<subj>Metal<rel>subclass of<obj>Alloy']","Vanadium is an instance of Metal, Metal is a subclass of Material, and Metal is a subclass of Alloy.

Explanation:
The","Vanadium is an instance of Metal, Metal is a subclass of Material, Metal is a subclass of Alloy. 
Vanadium is an instance of Metal, Metal is a subclass of Material, Metal is a subclass of Alloy. 
Vanadium is an instance of Metal, Metal is a subclass of Material, Metal is a subclass of Alloy. 
Vanadium is an instance of Metal, Metal is a subclass of Material, Metal is a subclass of Alloy. 
Vanadium is an instance of Metal","""Vanadium is a subclass of Metal and a subclass of Alloy. #Vanadium #Metal #Alloy""

Here's a step-by-step guide to generate the Twitter post:

1. **Identify the subject**: The subject of the input triple is 'Vanadium'. 
2. **Identify the object**: The object of the input triple is 'Metal'. 
3. **Identify the relation**: The relation of the input triple is 'subclass of'. 
4. **Identify","{'Metal', 'Alloy', 'Vanadium', 'Material', 'instance of', 'subclass of'}",15.150208855799514,0.0,372.3260803073877
"['<subj>Astrobiology<rel>subclass of<obj>Astronomy', '<subj>Astronomy<rel>history of topic<obj>History_of_astronomy', '<subj>Astronomy<rel>subclass of<obj>Outline_of_physical_science']","The history of astronomy is a complex and multifaceted field that has evolved over time, with various subfields and disciplines contributing to its development. Astrobiology, a subset of astronomy, is a field that focuses on the search for life beyond Earth and the study of the origins of life in the universe. Astrobiology is a subset of astronomy because it is a field that is closely related to the history of astronomy, and it is a subset of astronomy because it is a field that is closely related to","Astronomy is a branch of astrobiology that studies the origin and evolution of the universe. It is a history of topic that has been shaped by the development of the field. The history of astronomy is a subclass of the history of topic, and it is a subclass of the outline of physical science. 

Discourse markers: 
- A: 
- B: 
- C: 
- D: 
- E: 
- F: 
- G: 
- H:","'Astrobiology is the subclass of Astronomy, which is the history of topic History_of_astronomy, and is a subclass of Outline_of_physical_science.' 🚀🌌📚

Here's the code to generate the output text:
```python
import random

# Define the triples
triples = [
    ['<subj>Astrobiology<rel>subclass of<obj>Astronomy', '<subj>Astronomy<rel>history of topic<obj>","{'Astrobiology', 'Astronomy', 'History of astronomy', 'subclass of', 'Outline of physical science', 'history of topic'}",409.1524595996538,235.35408293102958,339.5407667821364
